seq_name,nu
Q86TE4_215_346,0.541
Q86TG1_242_271,0.56
Q86TG7_593_708,0.516
Q86TG7_466_540,0.512
Q86TG7_244_349,0.53
Q86TG7_42_87,0.614
Q86TH1_1_54,0.527
Q86TH1_328_572,0.465
Q86TI0_458_718,0.496
Q86TI0_1_98,0.524
Q86TI0_147_294,0.511
Q86TI4_346_376,0.576
Q86TJ5_1_330,0.484
Q86TL0_432_474,0.492
Q86TL0_168_204,0.536
Q86TL0_1_75,0.543
Q86TL2_1_36,0.567
Q86TL2_219_294,0.451
Q86TM3_1_57,0.57
Q86TM3_113_160,0.554
Q86TM6_525_617,0.537
Q86TM6_334_490,0.527
Q86TP1_365_453,0.553
Q86TS7_1_51,0.545
Q86TU6_1_105,0.529
Q86TU7_501_594,0.568
Q86TV6_612_693,0.521
Q86TW2_1_33,0.533
Q86TY3_1_774,0.509
Q86U02_1_117,0.468
Q86U06_1_161,0.446
Q86U06_344_439,0.556
Q86U17_357_392,0.581
Q86U17_1_45,0.559
Q86U28_1_48,0.548
Q86U37_1_167,0.525
Q86U38_1_59,0.538
Q86U38_218_247,0.581
Q86U42_1_149,0.523
Q86U42_254_306,0.533
Q86U44_146_225,0.563
Q86U44_327_370,0.567
Q86U44_1_83,0.526
Q86U70_1_66,0.526
Q86U70_283_411,0.439
Q86U86_284_387,0.474
Q86U86_484_521,0.508
Q86U86_1313_1391,0.411
Q86U86_1094_1133,0.588
Q86U86_1_51,0.53
Q86U86_1437_1689,0.529
Q86U86_623_660,0.524
Q86U86_147_185,0.59
Q86U90_1_55,0.585
Q86UA1_605_669,0.549
Q86UA1_1_78,0.573
Q86UA6_1_71,0.489
Q86UB2_1_187,0.528
Q86UB2_419_503,0.511
Q86UB9_193_237,0.546
Q86UC2_466_560,0.549
Q86UC2_1_281,0.472
Q86UD0_93_222,0.541
Q86UD3_220_253,0.583
Q86UD3_1_66,0.555
Q86UD4_1_207,0.494
Q86UD5_1_87,0.541
Q86UD7_213_250,0.524
Q86UD7_1_47,0.553
Q86UE3_1_228,0.519
Q86UE4_76_582,0.51
Q86UE6_361_522,0.514
Q86UE6_1_34,0.517
Q86UE8_1_217,0.523
Q86UE8_345_400,0.562
Q86UF2_499_777,0.502
Q86UF2_273_316,0.573
Q86UF2_1_49,0.564
Q86UF4_72_241,0.512
Q86UG4_1_99,0.514
Q86UG4_285_318,0.554
Q86UK0_848_909,0.541
Q86UK0_1283_1346,0.532
Q86UK0_1568_1728,0.528
Q86UK0_2107_2243,0.487
Q86UK0_2552_2595,0.586
Q86UK0_1_788,0.441
Q86UK5_317_359,0.516
Q86UK5_1_176,0.507
Q86UK5_1147_1308,0.497
Q86UK7_833_904,0.532
Q86UK7_283_751,0.515
Q86UL8_189_311,0.567
Q86UL8_509_611,0.54
Q86UL8_674_781,0.528
Q86UL8_857_934,0.529
Q86UL8_1003_1150,0.517
Q86UL8_1228_1455,0.508
Q86UL8_379_419,0.552
Q86UN2_303_441,0.527
Q86UN3_311_420,0.509
Q86UN6_1_35,0.587
Q86UP0_452_502,0.547
Q86UP0_659_819,0.528
Q86UP0_1_53,0.531
Q86UP2_713_742,0.608
Q86UP2_536_588,0.561
Q86UP2_1_333,0.522
Q86UP2_907_937,0.59
Q86UP2_1293_1357,0.56
Q86UP3_2654_2890,0.533
Q86UP3_3012_3353,0.532
Q86UP3_2137_2190,0.524
Q86UP3_327_878,0.497
Q86UP3_1522_2095,0.512
Q86UP3_1405_1495,0.546
Q86UP3_1_282,0.521
Q86UP3_3429_3567,0.534
Q86UP3_2243_2570,0.513
Q86UP3_1063_1358,0.537
Q86UP6_1_46,0.553
Q86UP6_527_607,0.527
Q86UP6_351_396,0.546
Q86UP8_488_539,0.559
Q86UP8_404_435,0.575
Q86UP8_176_331,0.546
Q86UP8_1_110,0.548
Q86UQ0_1_251,0.519
Q86UQ4_4152_4206,0.545
Q86UQ4_2597_3287,0.5
Q86UQ4_3346_3416,0.52
Q86UQ4_3785_3846,0.515
Q86UQ4_4278_4382,0.504
Q86UQ4_4672_4704,0.565
Q86UQ4_5027_5058,0.574
Q86UQ5_1_136,0.516
Q86UQ8_1_179,0.499
Q86UR1_195_326,0.552
Q86UR5_163_599,0.51
Q86UR5_688_744,0.543
Q86UR5_867_1527,0.501
Q86UR5_1661_1692,0.551
Q86UR5_1_111,0.521
Q86US8_1153_1217,0.48
Q86US8_1_568,0.487
Q86US8_823_883,0.542
Q86UT5_423_571,0.522
Q86UT5_1_120,0.523
Q86UT6_320_356,0.548
Q86UT6_1_148,0.493
Q86UT6_508_623,0.506
Q86UT8_171_332,0.49
Q86UU0_268_1499,0.507
Q86UU0_1_242,0.546
Q86UU1_1_41,0.573
Q86UU1_140_717,0.483
Q86UU1_1064_1152,0.554
Q86UU1_900_1028,0.508
Q86UU5_1_652,0.515
Q86UU9_1_113,0.471
Q86UV5_1002_1035,0.6
Q86UV5_603_649,0.611
Q86UV5_859_948,0.5
Q86UW2_62_128,0.577
Q86UW6_1_438,0.505
Q86UW6_1123_1507,0.532
Q86UW6_1558_1622,0.53
Q86UW6_583_1087,0.512
Q86UW7_591_633,0.547
Q86UW7_955_1011,0.549
Q86UW7_1_76,0.536
Q86UW7_319_362,0.576
Q86UW8_1_51,0.545
Q86UW8_367_402,0.568
Q86UW9_183_394,0.535
Q86UX2_624_680,0.537
Q86UX2_111_141,0.569
Q86UX2_1_48,0.519
Q86UX2_848_884,0.564
Q86UX2_540_577,0.55
Q86UX6_1_86,0.546
Q86UX6_394_486,0.47
Q86UX7_304_362,0.551
Q86UX7_473_508,0.55
Q86UY5_298_434,0.531
Q86UY5_77_124,0.569
Q86UY8_1_54,0.578
Q86UZ6_469_589,0.456
Q86UZ6_131_425,0.486
Q86V15_1321_1439,0.476
Q86V15_690_1013,0.506
Q86V15_1591_1759,0.521
Q86V15_1_475,0.505
Q86V15_1051_1228,0.528
Q86V20_1_430,0.516
Q86V20_586_644,0.532
Q86V24_1_91,0.531
Q86V25_297_355,0.522
Q86V25_1_50,0.517
Q86V35_1_215,0.513
Q86V40_1_36,0.551
Q86V40_361_505,0.514
Q86V42_278_546,0.484
Q86V42_1_44,0.611
Q86V48_350_1076,0.513
Q86V48_219_281,0.556
Q86V59_184_439,0.53
Q86V59_121_154,0.559
Q86V71_50_215,0.504
Q86V71_637_674,0.558
Q86V81_182_257,0.495
Q86V81_1_103,0.512
Q86V85_264_303,0.553
Q86V86_1_38,0.565
Q86V86_296_326,0.609
Q86V87_170_248,0.519
Q86V87_481_540,0.545
Q86V97_1_36,0.579
Q86V97_298_338,0.567
Q86V97_625_674,0.6
Q86VB7_1023_1156,0.469
Q86VB7_683_721,0.575
Q86VB7_1_53,0.539
Q86VD1_549_868,0.494
Q86VD1_942_984,0.577
Q86VD9_1_30,0.567
Q86VE0_94_244,0.542
Q86VE0_311_399,0.54
Q86VE3_1_529,0.505
Q86VE9_321_423,0.469
Q86VF2_388_465,0.538
Q86VF2_1_33,0.476
Q86VF2_1128_1167,0.558
Q86VF2_115_209,0.52
Q86VG3_1_169,0.531
Q86VH2_877_932,0.555
Q86VH2_547_707,0.508
Q86VH2_443_484,0.574
Q86VH2_362_403,0.577
Q86VH2_1219_1401,0.519
Q86VH4_361_590,0.51
Q86VH5_458_581,0.449
Q86VH5_359_421,0.519
Q86VI1_712_746,0.554
Q86VI3_880_955,0.554
Q86VI3_1492_1631,0.49
Q86VI3_1328_1371,0.564
Q86VI4_1_168,0.402
Q86VI4_281_317,0.589
Q86VK4_359_478,0.544
Q86VK4_1_225,0.537
Q86VL8_504_572,0.54
Q86VL8_176_215,0.537
Q86VM9_478_929,0.562
Q86VM9_1_408,0.548
Q86VN1_131_239,0.534
Q86VP1_590_735,0.538
Q86VP1_460_524,0.559
Q86VP3_674_834,0.539
Q86VP3_173_471,0.482
Q86VP6_308_348,0.652
Q86VQ0_297_697,0.513
Q86VQ0_1_98,0.556
Q86VQ1_1_547,0.508
Q86VQ3_1_444,0.536
Q86VR2_1_466,0.46
Q86VR7_1_206,0.538
Q86VR7_799_867,0.536
Q86VR8_1_118,0.512
Q86VS3_1_276,0.499
Q86VS8_152_182,0.583
Q86VS8_421_472,0.553
Q86VS8_688_718,0.571
Q86VU5_1_44,0.55
Q86VV4_419_465,0.58
Q86VV4_1_271,0.54
Q86VV8_272_373,0.54
Q86VV8_1495_1612,0.529
Q86VV8_106_175,0.53
Q86VV8_1986_2018,0.554
Q86VW0_203_244,0.578
Q86VW1_320_350,0.559
Q86VW1_544_577,0.591
Q86VW2_1_150,0.429
Q86VW2_482_580,0.536
Q86VX9_1_247,0.418
Q86VY4_1_201,0.517
Q86VY4_383_417,0.573
Q86VY9_164_491,0.513
Q86VY9_1_121,0.516
Q86VZ1_308_359,0.547
Q86VZ4_1_93,0.497
Q86VZ4_339_453,0.539
Q86VZ5_382_413,0.548
Q86VZ5_65_128,0.554
Q86VZ6_67_167,0.485
Q86W11_1_55,0.512
Q86W11_120_306,0.535
Q86W24_84_163,0.547
Q86W25_1_63,0.507
Q86W25_100_219,0.561
Q86W26_117_157,0.557
Q86W26_483_655,0.535
Q86W28_118_192,0.527
Q86W28_1_42,0.568
Q86W28_661_690,0.557
Q86W28_1006_1048,0.546
Q86W33_285_373,0.552
Q86W33_1_31,0.555
Q86W50_393_518,0.523
Q86W56_1_447,0.516
Q86W67_1_206,0.499
Q86W74_137_228,0.529
Q86W92_898_1011,0.515
Q86W92_337_644,0.523
Q86W92_1_93,0.551
Q86WA6_1_35,0.568
Q86WA8_1_70,0.54
Q86WA8_123_156,0.578
Q86WA8_579_637,0.573
Q86WA8_221_274,0.406
Q86WA9_1_31,0.57
Q86WA9_577_606,0.584
Q86WB0_286_502,0.51
Q86WB0_1_72,0.543
Q86WC4_1_78,0.507
Q86WD7_1_44,0.551
Q86WD7_357_387,0.552
Q86WG3_340_371,0.616
Q86WG3_1_153,0.547
Q86WG5_1589_1751,0.512
Q86WG5_1197_1323,0.518
Q86WG5_679_719,0.579
Q86WG5_757_817,0.531
Q86WG5_82_119,0.57
Q86WG5_1009_1119,0.49
Q86WH2_1_48,0.514
Q86WI1_2990_3026,0.532
Q86WI1_4178_4243,0.528
Q86WI1_3962_4002,0.504
Q86WI1_1_33,0.566
Q86WI1_1514_1553,0.566
Q86WI3_926_1480,0.477
Q86WI3_808_850,0.54
Q86WI3_1_222,0.481
Q86WJ1_866_897,0.547
Q86WJ1_483_726,0.486
Q86WJ1_1_35,0.555
Q86WK6_1_32,0.56
Q86WK6_385_493,0.528
Q86WK7_1_35,0.548
Q86WK7_399_504,0.491
Q86WN1_517_557,0.546
Q86WN1_432_476,0.561
Q86WN1_595_690,0.543
Q86WP2_1_385,0.515
Q86WP2_420_473,0.471
Q86WR6_149_236,0.53
Q86WR6_1_47,0.559
Q86WR7_1_435,0.477
Q86WS3_120_158,0.566
Q86WS4_1_652,0.508
Q86WS5_1_69,0.529
Q86WT6_1_37,0.567
Q86WU2_205_237,0.561
Q86WV1_45_108,0.546
Q86WV1_217_297,0.597
Q86WV6_335_379,0.58
Q86WX3_1_53,0.587
Q86WZ0_1_458,0.476
Q86WZ0_897_1026,0.52
Q86WZ6_1_334,0.496
Q86X02_265_429,0.531
Q86X02_148_188,0.569
Q86X10_348_513,0.51
Q86X10_1215_1395,0.529
Q86X10_992_1040,0.559
Q86X10_696_756,0.559
Q86X19_1_38,0.554
Q86X24_233_394,0.48
Q86X27_282_463,0.507
Q86X27_1_43,0.571
Q86X29_1_81,0.532
Q86X29_284_649,0.504
Q86X45_378_466,0.518
Q86X45_195_252,0.569
Q86X51_1_503,0.484
Q86X52_1_86,0.524
Q86X52_490_532,0.567
Q86X53_1_324,0.377
Q86X55_1_42,0.55
Q86X55_488_608,0.524
Q86X59_1_251,0.501
Q86X76_1_45,0.539
Q86X95_71_207,0.534
Q86X95_243_450,0.549
Q86XA9_1505_1554,0.554
Q86XA9_1404_1443,0.535
Q86XA9_1996_2040,0.563
Q86XA9_1168_1220,0.541
Q86XA9_260_289,0.548
Q86XD5_146_332,0.594
Q86XD5_1_108,0.524
Q86XD8_109_663,0.504
Q86XE3_498_530,0.572
Q86XE3_1_141,0.478
Q86XE3_279_326,0.516
Q86XE5_1_34,0.561
Q86XF7_1_54,0.562
Q86XG9_161_351,0.535
Q86XH1_447_497,0.577
Q86XH1_314_394,0.458
Q86XI2_728_758,0.59
Q86XI6_236_285,0.541
Q86XI6_1_98,0.498
Q86XI8_431_627,0.499
Q86XJ0_256_344,0.507
Q86XJ1_288_694,0.556
Q86XJ1_1_34,0.552
Q86XK2_1_157,0.515
Q86XK2_896_927,0.602
Q86XK3_1_146,0.506
Q86XK7_268_387,0.564
Q86XL3_870_938,0.566
Q86XL3_611_831,0.52
Q86XL3_246_303,0.555
Q86XL3_108_210,0.554
Q86XL3_1_66,0.515
Q86XM0_747_798,0.565
Q86XM0_1_32,0.587
Q86XN6_39_250,0.496
Q86XN7_130_944,0.517
Q86XN8_342_599,0.517
Q86XN8_1_175,0.539
Q86XP1_955_989,0.557
Q86XP1_465_768,0.534
Q86XP1_1100_1150,0.488
Q86XP1_1_68,0.537
Q86XP3_1_195,0.495
Q86XP3_637_938,0.531
Q86XQ3_1_40,0.569
Q86XR2_1_43,0.572
Q86XR2_588_697,0.514
Q86XR5_1_153,0.514
Q86XR7_1_77,0.51
Q86XR8_243_355,0.564
Q86XR8_433_500,0.535
Q86XR8_1_60,0.56
Q86XS5_1_74,0.545
Q86XS8_1_35,0.553
Q86XS8_311_419,0.521
Q86XT2_182_251,0.555
Q86XT9_1_240,0.492
Q86XU0_1_271,0.423
Q86XU0_535_584,0.563
Q86XW9_125_162,0.588
Q86XW9_289_330,0.586
Q86XX4_3821_4008,0.51
Q86XX4_1814_1882,0.543
Q86XX4_1312_1401,0.548
Q86XX4_328_379,0.568
Q86XX4_1_43,0.537
Q86XZ4_80_234,0.487
Q86XZ4_382_545,0.547
Q86Y01_176_346,0.522
Q86Y07_325_508,0.518
Q86Y13_1_118,0.527
Q86Y13_207_274,0.549
Q86Y13_327_399,0.527
Q86Y13_429_461,0.567
Q86Y13_554_755,0.493
Q86Y13_952_1153,0.529
Q86Y22_1_34,0.569
Q86Y22_89_540,0.542
Q86Y25_58_222,0.521
Q86Y25_515_554,0.559
Q86Y26_1_213,0.535
Q86Y26_298_1132,0.414
Q86Y27_1_43,0.539
Q86Y28_1_39,0.536
Q86Y29_1_109,0.528
Q86Y30_1_109,0.534
Q86Y33_1_220,0.518
Q86Y34_1_60,0.528
Q86Y37_1_125,0.543
Q86Y38_1_255,0.537
Q86Y46_442_540,0.526
Q86Y46_1_130,0.532
Q86Y82_144_174,0.622
Q86Y91_385_508,0.546
Q86Y91_540_852,0.497
Q86Y97_243_462,0.486
Q86YA3_1560_1600,0.546
Q86YA3_1324_1471,0.565
Q86YA3_67_1274,0.511
Q86YB8_1_42,0.546
Q86YB8_84_154,0.535
Q86YC2_52_859,0.499
Q86YC3_1_37,0.546
Q86YC3_639_692,0.526
Q86YD1_1_272,0.497
Q86YD3_150_366,0.488
Q86YD5_1_170,0.502
Q86YD5_201_345,0.56
Q86YD7_1_464,0.514
Q86YE8_1_165,0.477
Q86YF9_332_362,0.562
Q86YF9_1_60,0.546
Q86YF9_439_530,0.536
Q86YF9_605_867,0.518
Q86YG4_380_428,0.556
Q86YH2_1_286,0.514
Q86YH2_509_543,0.561
Q86YH6_1_62,0.518
Q86YI8_1_213,0.492
Q86YJ5_262_346,0.525
Q86YJ5_1_110,0.489
Q86YJ7_291_340,0.549
Q86YJ7_437_626,0.511
Q86YL5_1_185,0.49
Q86YL7_1_127,0.553
Q86YM7_117_180,0.567
Q86YN6_972_1023,0.523
Q86YN6_1_894,0.484
Q86YP4_1_135,0.539
Q86YP4_476_633,0.545
Q86YP4_173_348,0.539
Q86YQ2_1_86,0.539
Q86YR5_380_675,0.519
Q86YR6_1_131,0.504
Q86YR6_367_498,0.556
Q86YR7_524_622,0.508
Q86YR7_769_807,0.566
Q86YR7_953_1114,0.515
Q86YS3_81_343,0.519
Q86YS7_625_693,0.576
Q86YS7_243_351,0.55
Q86YS7_435_470,0.544
Q86YS7_792_879,0.546
Q86YS7_970_1000,0.603
Q86YT5_167_199,0.59
Q86YT6_715_755,0.552
Q86YT6_393_429,0.562
Q86YT6_911_953,0.568
Q86YT6_788_821,0.559
Q86YT6_307_341,0.572
Q86YT9_290_394,0.517
Q86YV0_1_245,0.466
Q86YV0_740_901,0.532
Q86YV0_978_1011,0.544
Q86YV5_1154_1244,0.549
Q86YV5_1_941,0.512
Q86YV6_1_84,0.533
Q86YV9_728_775,0.553
Q86YV9_371_482,0.5
Q86YW0_316_345,0.577
Q86YW5_128_311,0.507
Q86YW9_749_788,0.56
Q86YW9_1_111,0.533
Q86YW9_302_352,0.546
Q86YW9_539_573,0.576
Q86YW9_622_707,0.527
Q86YW9_1149_1242,0.527
Q86YW9_1357_1470,0.521
Q86YW9_1636_2145,0.502
Q86Z02_540_1210,0.49
Q86Z02_1_176,0.52
Q86Z14_973_1044,0.52
Q86Z14_1_67,0.522
Q86Z20_1_113,0.498
Q86Z20_350_511,0.514
Q86Z23_1_62,0.546
Q8HWS3_206_240,0.574
Q8HWS3_1_114,0.545
Q8HWS3_556_928,0.504
Q8IU54_1_30,0.57
Q8IU57_256_520,0.524
Q8IU60_242_420,0.511
Q8IU68_138_179,0.535
Q8IU68_645_726,0.529
Q8IU68_1_30,0.533
Q8IU80_1_61,0.503
Q8IU81_58_202,0.549
Q8IU81_350_505,0.525
Q8IU85_305_385,0.545
Q8IU89_342_383,0.566
Q8IU99_256_346,0.528
Q8IUA0_1_32,0.541
Q8IUA7_780_834,0.563
Q8IUA7_1590_1624,0.613
Q8IUA7_374_478,0.527
Q8IUA7_1170_1248,0.464
Q8IUB2_1_41,0.555
Q8IUB5_1_93,0.519
Q8IUB9_1_90,0.435
Q8IUC0_1_172,0.435
Q8IUC1_1_163,0.508
Q8IUC2_1_63,0.471
Q8IUC3_1_87,0.454
Q8IUC4_592_686,0.513
Q8IUC4_1_31,0.556
Q8IUC6_590_712,0.52
Q8IUC6_142_397,0.527
Q8IUC8_1_53,0.532
Q8IUD2_982_1011,0.571
Q8IUD2_780_810,0.586
Q8IUD2_1_146,0.526
Q8IUD2_238_272,0.556
Q8IUD2_684_745,0.557
Q8IUD2_387_436,0.551
Q8IUD6_90_252,0.538
Q8IUE0_1_49,0.576
Q8IUE0_116_185,0.551
Q8IUE1_1_49,0.573
Q8IUE1_118_212,0.541
Q8IUF1_1_44,0.586
Q8IUF1_70_125,0.542
Q8IUF8_1_34,0.584
Q8IUG5_1200_1240,0.578
Q8IUG5_1_520,0.543
Q8IUG5_871_906,0.536
Q8IUG5_2029_2567,0.516
Q8IUG5_1438_1888,0.537
Q8IUH2_1_117,0.445
Q8IUH3_325_384,0.559
Q8IUH3_190_251,0.551
Q8IUH4_1_49,0.548
Q8IUH5_1_56,0.542
Q8IUH8_1_31,0.577
Q8IUH8_121_151,0.557
Q8IUH8_525_684,0.474
Q8IUI4_1_249,0.529
Q8IUK5_1_87,0.514
Q8IUK5_353_500,0.532
Q8IUK8_1_92,0.519
Q8IUL8_1_67,0.544
Q8IUL8_1119_1156,0.533
Q8IUM7_327_802,0.553
Q8IUN9_121_163,0.568
Q8IUN9_1_38,0.569
Q8IUQ0_291_354,0.547
Q8IUQ4_1_31,0.595
Q8IUR5_233_308,0.543
Q8IUR6_1_481,0.472
Q8IUW3_209_359,0.508
Q8IUW5_89_271,0.506
Q8IUW5_1_55,0.549
Q8IUX1_1_51,0.562
Q8IUX7_1031_1158,0.524
Q8IUX7_1_385,0.438
Q8IUX8_1_46,0.559
Q8IUX8_259_410,0.525
Q8IUY3_1_70,0.548
Q8IUY3_178_311,0.516
Q8IUZ0_353_413,0.555
Q8IUZ0_553_615,0.518
Q8IUZ0_1_82,0.541
Q8IV01_1_158,0.514
Q8IV03_141_231,0.525
Q8IV03_1_85,0.549
Q8IV04_1_45,0.55
Q8IV04_380_446,0.549
Q8IV13_308_435,0.502
Q8IV13_94_159,0.553
Q8IV16_1_56,0.425
Q8IV16_145_184,0.561
Q8IV20_1_74,0.526
Q8IV31_72_216,0.549
Q8IV32_1_283,0.537
Q8IV32_354_467,0.578
Q8IV33_918_968,0.544
Q8IV33_1090_1128,0.566
Q8IV33_1_165,0.525
Q8IV33_293_422,0.511
Q8IV33_1162_1201,0.558
Q8IV35_515_697,0.537
Q8IV35_322_374,0.546
Q8IV36_291_324,0.612
Q8IV36_632_682,0.539
Q8IV38_379_441,0.614
Q8IV42_268_348,0.516
Q8IV45_487_518,0.575
Q8IV45_1_75,0.538
Q8IV48_1_65,0.576
Q8IV50_1_57,0.552
Q8IV50_118_215,0.552
Q8IV53_136_177,0.569
Q8IV53_415_801,0.49
Q8IV56_1_129,0.503
Q8IV61_535_690,0.492
Q8IV61_369_500,0.545
Q8IV61_121_154,0.521
Q8IV63_1_143,0.55
Q8IV76_130_485,0.537
Q8IV76_1_36,0.541
Q8IV76_556_773,0.538
Q8IV77_531_575,0.602
Q8IVA1_94_136,0.551
Q8IVB4_1_128,0.508
Q8IVB4_487_645,0.513
Q8IVB5_1_85,0.551
Q8IVC4_1_223,0.509
Q8IVD9_99_173,0.574
Q8IVE0_174_287,0.535
Q8IVE3_859_889,0.573
Q8IVE3_1447_1493,0.549
Q8IVE3_161_711,0.492
Q8IVF1_420_878,0.497
Q8IVF1_1_332,0.531
Q8IVF2_1_126,0.52
Q8IVF4_489_604,0.518
Q8IVF4_638_667,0.56
Q8IVF4_1_215,0.509
Q8IVF5_965_1097,0.514
Q8IVF5_1456_1701,0.487
Q8IVF5_741_819,0.496
Q8IVF5_1_512,0.481
Q8IVF5_1358_1397,0.557
Q8IVF6_924_992,0.527
Q8IVF6_514_745,0.526
Q8IVF6_1_44,0.53
Q8IVF6_256_328,0.557
Q8IVF7_952_1028,0.513
Q8IVF7_461_640,0.517
Q8IVF7_1_34,0.583
Q8IVF7_147_214,0.471
Q8IVG5_70_172,0.538
Q8IVH2_371_456,0.537
Q8IVH2_544_680,0.502
Q8IVH2_1_305,0.503
Q8IVH4_1_78,0.538
Q8IVH8_635_665,0.62
Q8IVH8_288_551,0.5
Q8IVI9_401_445,0.586
Q8IVJ1_1_98,0.536
Q8IVJ8_1_170,0.517
Q8IVK1_1_47,0.54
Q8IVL0_1639_1805,0.523
Q8IVL0_191_1574,0.522
Q8IVL0_1_81,0.545
Q8IVL0_1844_1931,0.539
Q8IVL0_2306_2385,0.583
Q8IVL1_1760_1910,0.496
Q8IVL1_2410_2488,0.55
Q8IVL1_1_92,0.557
Q8IVL1_1946_2034,0.542
Q8IVL5_394_443,0.543
Q8IVL5_1_41,0.525
Q8IVL6_1_36,0.548
Q8IVL6_419_452,0.571
Q8IVL6_696_736,0.468
Q8IVL8_1_41,0.555
Q8IVM0_127_168,0.538
Q8IVM0_223_306,0.551
Q8IVM8_524_553,0.591
Q8IVN3_1_82,0.554
Q8IVP5_1_49,0.52
Q8IVP9_1_168,0.507
Q8IVS2_1_56,0.51
Q8IVS8_1_32,0.569
Q8IVT2_1_679,0.498
Q8IVT5_877_923,0.555
Q8IVT5_1_36,0.574
Q8IVT5_387_609,0.515
Q8IVT5_161_353,0.513
Q8IVU1_607_814,0.526
Q8IVU1_1_45,0.52
Q8IVU3_311_355,0.567
Q8IVU9_122_162,0.597
Q8IVV2_1374_1406,0.588
Q8IVV2_931_966,0.592
Q8IVV7_1_119,0.527
Q8IVV8_83_208,0.509
Q8IVW1_1_177,0.526
Q8IVW4_308_592,0.521
Q8IVW6_1_201,0.521
Q8IVW6_326_561,0.499
Q8IVW8_1_101,0.538
Q8IVY1_60_113,0.501
Q8IW00_210_320,0.527
Q8IW03_1_106,0.516
Q8IW19_107_511,0.517
Q8IW35_643_865,0.535
Q8IW35_291_557,0.535
Q8IW36_1_263,0.491
Q8IW40_66_101,0.567
Q8IW40_200_242,0.582
Q8IW41_339_397,0.502
Q8IW41_174_218,0.533
Q8IW45_1_51,0.544
Q8IW50_1_185,0.508
Q8IW52_1_34,0.558
Q8IW52_254_349,0.544
Q8IW52_576_837,0.505
Q8IW70_1_50,0.58
Q8IW70_331_566,0.465
Q8IW75_1_38,0.545
Q8IW93_1_356,0.495
Q8IWA0_670_830,0.542
Q8IWA4_499_614,0.511
Q8IWA6_95_139,0.532
Q8IWA6_1_45,0.574
Q8IWA6_212_379,0.515
Q8IWB1_1_139,0.546
Q8IWB1_242_285,0.566
Q8IWB4_1_1347,0.471
Q8IWB6_162_238,0.527
Q8IWB6_514_1497,0.542
Q8IWB9_912_1004,0.508
Q8IWB9_638_821,0.494
Q8IWB9_512_547,0.54
Q8IWB9_1_480,0.519
Q8IWC1_725_876,0.51
Q8IWC1_163_597,0.514
Q8IWC1_636_688,0.574
Q8IWC1_1_60,0.556
Q8IWD4_214_279,0.545
Q8IWD4_1_141,0.516
Q8IWD5_99_238,0.53
Q8IWD5_549_586,0.5
Q8IWE2_1_271,0.538
Q8IWE2_396_439,0.571
Q8IWE4_1_79,0.55
Q8IWE5_160_587,0.52
Q8IWE5_749_779,0.593
Q8IWF2_625_684,0.555
Q8IWF6_1_57,0.5
Q8IWF9_261_413,0.492
Q8IWG1_122_242,0.549
Q8IWG1_431_468,0.552
Q8IWG1_521_626,0.524
Q8IWG1_1_39,0.453
Q8IWI9_1_68,0.552
Q8IWI9_258_994,0.458
Q8IWI9_2530_3065,0.52
Q8IWI9_1391_2411,0.474
Q8IWI9_1030_1341,0.478
Q8IWJ2_1464_1570,0.547
Q8IWJ2_1_75,0.548
Q8IWJ2_272_344,0.563
Q8IWJ2_692_785,0.562
Q8IWJ2_872_969,0.56
Q8IWJ2_1132_1170,0.548
Q8IWJ2_1322_1356,0.566
Q8IWK6_1055_1321,0.518
Q8IWK6_946_993,0.568
Q8IWK6_557_620,0.543
Q8IWK6_1_68,0.552
Q8IWL1_1_82,0.539
Q8IWL2_1_83,0.536
Q8IWL3_1_44,0.534
Q8IWL8_1_128,0.522
Q8IWN6_1_122,0.533
Q8IWN7_1_37,0.594
Q8IWN7_102_158,0.562
Q8IWN7_222_1522,0.494
Q8IWN7_1577_2400,0.525
Q8IWP9_1_165,0.566
Q8IWQ3_358_539,0.513
Q8IWQ3_629_736,0.549
Q8IWR0_816_860,0.565
Q8IWR0_681_712,0.547
Q8IWR0_168_443,0.517
Q8IWR1_318_403,0.531
Q8IWS0_130_215,0.497
Q8IWT3_428_657,0.556
Q8IWT3_1821_2003,0.514
Q8IWT3_1651_1705,0.543
Q8IWT3_1_375,0.481
Q8IWT3_2414_2517,0.591
Q8IWT3_793_1160,0.491
Q8IWT3_1415_1476,0.541
Q8IWT3_2166_2294,0.478
Q8IWT6_61_95,0.573
Q8IWT6_170_240,0.55
Q8IWU2_426_1503,0.553
Q8IWU2_1_133,0.513
Q8IWU4_1_62,0.544
Q8IWU5_1_44,0.57
Q8IWU5_403_606,0.487
Q8IWU5_821_870,0.515
Q8IWU5_651_709,0.575
Q8IWU6_840_871,0.549
Q8IWU6_403_620,0.516
Q8IWU6_666_730,0.571
Q8IWU6_1_42,0.561
Q8IWU9_1_68,0.543
Q8IWV1_1_398,0.446
Q8IWV2_984_1026,0.558
Q8IWV7_1241_1276,0.533
Q8IWV7_985_1085,0.513
Q8IWV8_999_1095,0.519
Q8IWV8_1248_1289,0.55
Q8IWW6_67_259,0.536
Q8IWW6_384_470,0.512
Q8IWW6_574_623,0.551
Q8IWW6_289_349,0.517
Q8IWW8_1_38,0.567
Q8IWX5_23_78,0.558
Q8IWX8_62_107,0.59
Q8IWX8_340_644,0.522
Q8IWX8_722_916,0.545
Q8IWY4_1_39,0.514
